id,автор,название,серия,series_code,год,series_slug,имя_файла,путь_исходник,путь
dasha_054,Дарья Донцова,Ночной клуб на Лысой горе,Даша Васильева,ДВ,2017,dasha,ДВ_Ночной клуб на Лысой горе.txt,txt ДашаВасильева/53 Ночной клуб на Лысой горе.txt,dasha/ДВ_Ночной клуб на Лысой горе.txt
dasha_045,Дарья Донцова,Пальцы китайским веером,Даша Васильева,ДВ,2012,dasha,ДВ_Пальцы китайским веером.txt,txt ДашаВасильева/44 Пальцы китайским веером.txt,dasha/ДВ_Пальцы китайским веером.txt
dasha_061,Дарья Донцова,Пиявка голубых кровей,Даша Васильева,ДВ,2020,dasha,ДВ_Пиявка голубых кровей.txt,txt ДашаВасильева/60 Пиявка голубых кровей.txt,dasha/ДВ_Пиявка голубых кровей.txt
dasha_068,Дарья Донцова,Плохая репутация Курочки Рябы,Даша Васильева,ДВ,2022,dasha,ДВ_Плохая репутация Курочки Рябы.txt,txt ДашаВасильева/67 Плохая репутация Курочки Рябы.txt,dasha/ДВ_Плохая репутация Курочки Рябы.txt
dasha_018,Дарья Донцова,Полет над гнездом индюшки,Даша Васильева,ДВ,2002,dasha,ДВ_Полет над гнездом индюшки.txt,txt ДашаВасильева/17 Полет над гнездом индюшки.txt,dasha/ДВ_Полет над гнездом индюшки.txt
dasha_056,Дарья Донцова,Последняя гастроль госпожи Удачи,Даша Васильева,ДВ,2018,dasha,ДВ_Последняя гастроль госпожи Удачи.txt,txt ДашаВасильева/55 Последняя гастроль госпожи Удачи.txt,dasha/ДВ_Последняя гастроль госпожи Удачи.txt
dasha_047,Дарья Донцова,Приват-танец мисс Марпл,Даша Васильева,ДВ,2014,dasha,ДВ_Приват-танец мисс Марпл.txt,txt ДашаВасильева/46 Приват-танец мисс Марпл.txt,dasha/ДВ_Приват-танец мисс Марпл.txt
dasha_015,Дарья Донцова,Привидение в кроссовках,Даша Васильева,ДВ,2002,dasha,ДВ_Привидение в кроссовках.txt,txt ДашаВасильева/14 Привидение в кроссовках.txt,dasha/ДВ_Привидение в кроссовках.txt
dasha_055,Дарья Донцова,Родословная до седьмого полена,Даша Васильева,ДВ,2017,dasha,ДВ_Родословная до седьмого полена.txt,txt ДашаВасильева/54 Родословная до седьмого полена.txt,dasha/ДВ_Родословная до седьмого полена.txt
dasha_029,Дарья Донцова,Ромео с большой дороги,Даша Васильева,ДВ,2006,dasha,ДВ_Ромео с большой дороги.txt,txt ДашаВасильева/28 Ромео с большой дороги.txt,dasha/ДВ_Ромео с большой дороги.txt
dasha_048,Дарья Донцова,Самовар с шампанским,Даша Васильева,ДВ,2014,dasha,ДВ_Самовар с шампанским.txt,txt ДашаВасильева/47 Самовар с шампанским.txt,dasha/ДВ_Самовар с шампанским.txt
dasha_052,Дарья Донцова,Свидание под мантией,Даша Васильева,ДВ,2016,dasha,ДВ_Свидание под мантией.txt,txt ДашаВасильева/51 Свидание под мантией.txt,dasha/ДВ_Свидание под мантией.txt
dasha_070,Дарья Донцова,Слон для Дюймовочки,Даша Васильева,ДВ,2023,dasha,ДВ_Слон для Дюймовочки.txt,txt ДашаВасильева/69 Слон для Дюймовочки.txt,dasha/ДВ_Слон для Дюймовочки.txt
dasha_050,Дарья Донцова,Сон дядюшки Фрейда,Даша Васильева,ДВ,2015,dasha,ДВ_Сон дядюшки Фрейда.txt,txt ДашаВасильева/49 Сон дядюшки Фрейда.txt,dasha/ДВ_Сон дядюшки Фрейда.txt
dasha_011,Дарья Донцова,Спят усталые игрушки,Даша Васильева,ДВ,2000,dasha,ДВ_Спят усталые игрушки.txt,txt ДашаВасильева/10 Спят усталые игрушки.txt,dasha/ДВ_Спят усталые игрушки.txt
dasha_025,Дарья Донцова,Стилист для снежного человека,Даша Васильева,ДВ,2005,dasha,ДВ_Стилист для снежного человека.txt,txt ДашаВасильева/24 Стилист для снежного человека.txt,dasha/ДВ_Стилист для снежного человека.txt
dasha_071,Дарья Донцова,Ступа с навигатором,Даша Васильева,ДВ,2024,dasha,ДВ_Ступа с навигатором.txt,txt ДашаВасильева/70 Ступа с навигатором.txt,dasha/ДВ_Ступа с навигатором.txt
dasha_036,Дарья Донцова,Темное прошлое Конька-Горбунка (сборник),Даша Васильева,ДВ,2010,dasha,ДВ_Темное прошлое Конька-Горбунка (сборник).txt,txt ДашаВасильева/35 Темное прошлое Конька-Горбунка (сборник).txt,dasha/ДВ_Темное прошлое Конька-Горбунка (сборник).txt
dasha_062,Дарья Донцова,Темные предки светлой детки,Даша Васильева,ДВ,2020,dasha,ДВ_Темные предки светлой детки.txt,txt ДашаВасильева/61 Темные предки светлой детки.txt,dasha/ДВ_Темные предки светлой детки.txt
dasha_041,Дарья Донцова,Тормоза для блудного мужа,Даша Васильева,ДВ,2011,dasha,ДВ_Тормоза для блудного мужа.txt,txt ДашаВасильева/40 Тормоза для блудного мужа.txt,dasha/ДВ_Тормоза для блудного мужа.txt
dasha_034,Дарья Донцова,Третий глаз — алмаз,Даша Васильева,ДВ,2008,dasha,ДВ_Третий глаз — алмаз.txt,txt ДашаВасильева/33 Третий глаз — алмаз.txt,dasha/ДВ_Третий глаз — алмаз.txt
dasha_016,Дарья Донцова,Улыбка 45-го калибра,Даша Васильева,ДВ,2002,dasha,ДВ_Улыбка 45-го калибра.txt,txt ДашаВасильева/15 Улыбка 45-го калибра.txt,dasha/ДВ_Улыбка 45-го калибра.txt
dasha_019,Дарья Донцова,Уха из золотой рыбки,Даша Васильева,ДВ,2003,dasha,ДВ_Уха из золотой рыбки.txt,txt ДашаВасильева/18 Уха из золотой рыбки.txt,dasha/ДВ_Уха из золотой рыбки.txt
dasha_033,Дарья Донцова,Фейсконтроль на главную роль,Даша Васильева,ДВ,2008,dasha,ДВ_Фейсконтроль на главную роль.txt,txt ДашаВасильева/32 Фейсконтроль на главную роль.txt,dasha/ДВ_Фейсконтроль на главную роль.txt
dasha_013,Дарья Донцова,Хобби гадкого утенка,Даша Васильева,ДВ,2001,dasha,ДВ_Хобби гадкого утенка.txt,txt ДашаВасильева/12 Хобби гадкого утенка.txt,dasha/ДВ_Хобби гадкого утенка.txt
dasha_060,Дарья Донцова,Царевич с плохим резюме,Даша Васильева,ДВ,2019,dasha,ДВ_Царевич с плохим резюме.txt,txt ДашаВасильева/59 Царевич с плохим резюме.txt,dasha/ДВ_Царевич с плохим резюме.txt
dasha_044,Дарья Донцова,Шесть соток для Робинзона,Даша Васильева,ДВ,2012,dasha,ДВ_Шесть соток для Робинзона.txt,txt ДашаВасильева/43 Шесть соток для Робинзона.txt,dasha/ДВ_Шесть соток для Робинзона.txt
dasha_051,Дарья Донцова,Штамп на сердце женщины-вамп,Даша Васильева,ДВ,2016,dasha,ДВ_Штамп на сердце женщины-вамп.txt,txt ДашаВасильева/50 Штамп на сердце женщины-вамп.txt,dasha/ДВ_Штамп на сердце женщины-вамп.txt
dasha_024,Дарья Донцова,Экстрим на сером волке,Даша Васильева,ДВ,2004,dasha,ДВ_Экстрим на сером волке.txt,txt ДашаВасильева/23 Экстрим на сером волке.txt,dasha/ДВ_Экстрим на сером волке.txt
dasha_006,Дарья Донцова,Эта горькая сладкая месть,Даша Васильева,ДВ,2000,dasha,ДВ_Эта горькая сладкая месть.txt,txt ДашаВасильева/05 Эта горькая сладкая месть.txt,dasha/ДВ_Эта горькая сладкая месть.txt
evlampia_028,Дарья Донцова,Бабочка в гипсе,Евлампия Романова,ЕР,2009,evlampia,ЕР_Бабочка в гипсе.txt,txt ЕвлампияРоманова/28 Бабочка в гипсе.txt,evlampia/ЕР_Бабочка в гипсе.txt
evlampia_018,Дарья Донцова,Безумная кепка Мономаха,Евлампия Романова,ЕР,2006,evlampia,ЕР_Безумная кепка Мономаха.txt,txt ЕвлампияРоманова/18 Безумная кепка Мономаха.txt,evlampia/ЕР_Безумная кепка Мономаха.txt
evlampia_036,Дарья Донцова,Белочка во сне и наяву,Евлампия Романова,ЕР,2013,evlampia,ЕР_Белочка во сне и наяву.txt,txt ЕвлампияРоманова/36 Белочка во сне и наяву.txt,evlampia/ЕР_Белочка во сне и наяву.txt
evlampia_048,Дарья Донцова,Большой куш нищей герцогини,Евлампия Романова,ЕР,2020,evlampia,ЕР_Большой куш нищей герцогини.txt,txt ЕвлампияРоманова/48 Большой куш нищей герцогини.txt,evlampia/ЕР_Большой куш нищей герцогини.txt
evlampia_026,Дарья Донцова,Брачный контракт кентавра,Евлампия Романова,ЕР,2009,evlampia,ЕР_Брачный контракт кентавра.txt,txt ЕвлампияРоманова/26 Брачный контракт кентавра.txt,evlampia/ЕР_Брачный контракт кентавра.txt
evlampia_020,Дарья Донцова,Бутик ежовых рукавиц,Евлампия Романова,ЕР,2006,evlampia,ЕР_Бутик ежовых рукавиц.txt,txt ЕвлампияРоманова/20 Бутик ежовых рукавиц.txt,evlampia/ЕР_Бутик ежовых рукавиц.txt
evlampia_031,Дарья Донцова,В постели с Кинг-Конгом,Евлампия Романова,ЕР,2011,evlampia,ЕР_В постели с Кинг-Конгом.txt,txt ЕвлампияРоманова/31 В постели с Кинг-Конгом.txt,evlampia/ЕР_В постели с Кинг-Конгом.txt
evlampia_050,Дарья Донцова,Вещие сны Храпунцель,Евлампия Романова,ЕР,2021,evlampia,ЕР_Вещие сны Храпунцель.txt,txt ЕвлампияРоманова/50 Вещие сны Храпунцель.txt,evlampia/ЕР_Вещие сны Храпунцель.txt
evlampia_057,Дарья Донцова,Витязь в розовых штанах,Евлампия Романова,ЕР,2023,evlampia,ЕР_Витязь в розовых штанах.txt,txt ЕвлампияРоманова/57  Витязь в розовых штанах.txt,evlampia/ЕР_Витязь в розовых штанах.txt
evlampia_004,Дарья Донцова,Гадюка в сиропе,Евлампия Романова,ЕР,2001,evlampia,ЕР_Гадюка в сиропе.txt,txt ЕвлампияРоманова/04 Гадюка в сиропе.txt,evlampia/ЕР_Гадюка в сиропе.txt
evlampia_047,Дарья Донцова,Гиблое место в ипотеку,Евлампия Романова,ЕР,2019,evlampia,ЕР_Гиблое место в ипотеку.txt,txt ЕвлампияРоманова/47 Гиблое место в ипотеку.txt,evlampia/ЕР_Гиблое место в ипотеку.txt
evlampia_042,Дарья Донцова,Гороскоп птицы Феникс,Евлампия Романова,ЕР,2017,evlampia,ЕР_Гороскоп птицы Феникс.txt,txt ЕвлампияРоманова/42 Гороскоп птицы Феникс.txt,evlampia/ЕР_Гороскоп птицы Феникс.txt
evlampia_056,Дарья Донцова,Государыня Криворучка,Евлампия Романова,ЕР,2023,evlampia,ЕР_Государыня Криворучка.txt,txt ЕвлампияРоманова/56 Государыня Криворучка.txt,evlampia/ЕР_Государыня Криворучка.txt
evlampia_053,Дарья Донцова,Девочка Красная Тапочка,Евлампия Романова,ЕР,2022,evlampia,ЕР_Девочка Красная Тапочка.txt,txt ЕвлампияРоманова/53 Девочка Красная Тапочка.txt,evlampia/ЕР_Девочка Красная Тапочка.txt
evlampia_034,Дарья Донцова,Добрый доктор Айбандит,Евлампия Романова,ЕР,2012,evlampia,ЕР_Добрый доктор Айбандит.txt,txt ЕвлампияРоманова/34 Добрый доктор Айбандит.txt,evlampia/ЕР_Добрый доктор Айбандит.txt
evlampia_049,Дарья Донцова,Жираф – гроза пингвинов,Евлампия Романова,ЕР,2020,evlampia,ЕР_Жираф – гроза пингвинов.txt,txt ЕвлампияРоманова/49 Жираф – гроза пингвинов.txt,evlampia/ЕР_Жираф – гроза пингвинов.txt
evlampia_021,Дарья Донцова,Золушка в шоколаде,Евлампия Романова,ЕР,2007,evlampia,ЕР_Золушка в шоколаде.txt,txt ЕвлампияРоманова/21 Золушка в шоколаде.txt,evlampia/ЕР_Золушка в шоколаде.txt
evlampia_041,Дарья Донцова,Имидж напрокат,Евлампия Романова,ЕР,2016,evlampia,ЕР_Имидж напрокат.txt,txt ЕвлампияРоманова/41 Имидж напрокат.txt,evlampia/ЕР_Имидж напрокат.txt
evlampia_027,Дарья Донцова,Император деревни Гадюкино,Евлампия Романова,ЕР,2009,evlampia,ЕР_Император деревни Гадюкино.txt,txt ЕвлампияРоманова/27 Император деревни Гадюкино.txt,evlampia/ЕР_Император деревни Гадюкино.txt
evlampia_011,Дарья Донцова,Камасутра для Микки-Мауса,Евлампия Романова,ЕР,2003,evlampia,ЕР_Камасутра для Микки-Мауса.txt,txt ЕвлампияРоманова/11 Камасутра для Микки-Мауса.txt,evlampia/ЕР_Камасутра для Микки-Мауса.txt
evlampia_007,Дарья Донцова,Канкан на поминках,Евлампия Романова,ЕР,2001,evlampia,ЕР_Канкан на поминках.txt,txt ЕвлампияРоманова/07 Канкан на поминках.txt,evlampia/ЕР_Канкан на поминках.txt
evlampia_012,Дарья Донцова,Квазимодо на шпильках,Евлампия Романова,ЕР,2003,evlampia,ЕР_Квазимодо на шпильках.txt,txt ЕвлампияРоманова/12 Квазимодо на шпильках.txt,evlampia/ЕР_Квазимодо на шпильках.txt
evlampia_030,Дарья Донцова,Королева без башни,Евлампия Романова,ЕР,2010,evlampia,ЕР_Королева без башни.txt,txt ЕвлампияРоманова/30 Королева без башни.txt,evlampia/ЕР_Королева без башни.txt
evlampia_054,Дарья Донцова,Коронная роль Козы-дерезы,Евлампия Романова,ЕР,2022,evlampia,ЕР_Коронная роль Козы-дерезы.txt,txt ЕвлампияРоманова/54 Коронная роль Козы-дерезы.txt,evlampia/ЕР_Коронная роль Козы-дерезы.txt
evlampia_040,Дарья Донцова,Корпоратив королевской династии,Евлампия Романова,ЕР,2016,evlampia,ЕР_Корпоратив королевской династии.txt,txt ЕвлампияРоманова/40 Корпоратив королевской династии.txt,evlampia/ЕР_Корпоратив королевской династии.txt
evlampia_045,Дарья Донцова,Коррида на раздевание,Евлампия Романова,ЕР,2018,evlampia,ЕР_Коррида на раздевание.txt,txt ЕвлампияРоманова/45 Коррида на раздевание.txt,evlampia/ЕР_Коррида на раздевание.txt
evlampia_033,Дарья Донцова,Костюм Адама для Евы,Евлампия Романова,ЕР,2012,evlampia,ЕР_Костюм Адама для Евы.txt,txt ЕвлампияРоманова/33 Костюм Адама для Евы.txt,evlampia/ЕР_Костюм Адама для Евы.txt
evlampia_060,Дарья Донцова,Кружок экстремального вязания,Евлампия Романова,ЕР,2025,evlampia,ЕР_Кружок экстремального вязания.txt,txt ЕвлампияРоманова/60. Кружок экстремального вязания.txt,evlampia/ЕР_Кружок экстремального вязания.txt
evlampia_016,Дарья Донцова,Лампа разыскивает Алладина,Евлампия Романова,ЕР,2005,evlampia,ЕР_Лампа разыскивает Алладина.txt,txt ЕвлампияРоманова/16 Лампа разыскивает Алладина.txt,evlampia/ЕР_Лампа разыскивает Алладина.txt
evlampia_046,Дарья Донцова,Леди Несовершенство,Евлампия Романова,ЕР,2019,evlampia,ЕР_Леди Несовершенство.txt,txt ЕвлампияРоманова/46 Леди Несовершенство.txt,evlampia/ЕР_Леди Несовершенство.txt
evlampia_017,Дарья Донцова,Любовь-морковь и третий лишний,Евлампия Романова,ЕР,2005,evlampia,ЕР_Любовь-морковь и третий лишний.txt,txt ЕвлампияРоманова/17 Любовь-морковь и третий лишний.txt,evlampia/ЕР_Любовь-морковь и третий лишний.txt
evlampia_055,Дарья Донцова,Малютка Интрига,Евлампия Романова,ЕР,2023,evlampia,ЕР_Малютка Интрига.txt,txt ЕвлампияРоманова/55 Малютка Интрига.txt,evlampia/ЕР_Малютка Интрига.txt
evlampia_052,Дарья Донцова,Мамаша Бармалей,Евлампия Романова,ЕР,2022,evlampia,ЕР_Мамаша Бармалей.txt,txt ЕвлампияРоманова/52 Мамаша Бармалей.txt,evlampia/ЕР_Мамаша Бармалей.txt
evlampia_001,Дарья Донцова,Маникюр для покойника,Евлампия Романова,ЕР,2000,evlampia,ЕР_Маникюр для покойника.txt,txt ЕвлампияРоманова/01 Маникюр для покойника.txt,evlampia/ЕР_Маникюр для покойника.txt
evlampia_038,Дарья Донцова,Маскарад любовных утех,Евлампия Романова,ЕР,2015,evlampia,ЕР_Маскарад любовных утех.txt,txt ЕвлампияРоманова/38 Маскарад любовных утех.txt,evlampia/ЕР_Маскарад любовных утех.txt
evlampia_037,Дарья Донцова,Матрешка в перьях,Евлампия Романова,ЕР,2014,evlampia,ЕР_Матрешка в перьях.txt,txt ЕвлампияРоманова/37 Матрешка в перьях.txt,evlampia/ЕР_Матрешка в перьях.txt
evlampia_022,Дарья Донцова,Нежный супруг олигарха,Евлампия Романова,ЕР,2007,evlampia,ЕР_Нежный супруг олигарха.txt,txt ЕвлампияРоманова/22 Нежный супруг олигарха.txt,evlampia/ЕР_Нежный супруг олигарха.txt
evlampia_013,Дарья Донцова,Но-шпа на троих,Евлампия Романова,ЕР,2003,evlampia,ЕР_Но-шпа на троих.txt,txt ЕвлампияРоманова/13 Но-шпа на троих.txt,evlampia/ЕР_Но-шпа на троих.txt
evlampia_029,Дарья Донцова,Ночная жизнь моей свекрови,Евлампия Романова,ЕР,2010,evlampia,ЕР_Ночная жизнь моей свекрови.txt,txt ЕвлампияРоманова/29 Ночная жизнь моей свекрови.txt,evlampia/ЕР_Ночная жизнь моей свекрови.txt
evlampia_005,Дарья Донцова,Обед у людоеда,Евлампия Романова,ЕР,2001,evlampia,ЕР_Обед у людоеда.txt,txt ЕвлампияРоманова/05 Обед у людоеда.txt,evlampia/ЕР_Обед у людоеда.txt
evlampia_035,Дарья Донцова,Огнетушитель Прометея,Евлампия Романова,ЕР,2013,evlampia,ЕР_Огнетушитель Прометея.txt,txt ЕвлампияРоманова/35 Огнетушитель Прометея.txt,evlampia/ЕР_Огнетушитель Прометея.txt
evlampia_058,Дарья Донцова,Ошибка Девочки-с-пальчик,Евлампия Романова,ЕР,2024,evlampia,ЕР_Ошибка Девочки-с-пальчик.txt,txt ЕвлампияРоманова/58 Ошибка Девочки-с-пальчик.txt,evlampia/ЕР_Ошибка Девочки-с-пальчик.txt
evlampia_002,Дарья Донцова,Покер с акулой,Евлампия Романова,ЕР,2000,evlampia,ЕР_Покер с акулой.txt,txt ЕвлампияРоманова/02 Покер с акулой.txt,evlampia/ЕР_Покер с акулой.txt
evlampia_015,Дарья Донцова,Принцесса на Кириешках,Евлампия Романова,ЕР,2004,evlampia,ЕР_Принцесса на Кириешках.txt,txt ЕвлампияРоманова/15 Принцесса на Кириешках.txt,evlampia/ЕР_Принцесса на Кириешках.txt
evlampia_008,Дарья Донцова,Прогноз гадостей на завтра,Евлампия Романова,ЕР,2001,evlampia,ЕР_Прогноз гадостей на завтра.txt,txt ЕвлампияРоманова/08 Прогноз гадостей на завтра.txt,evlampia/ЕР_Прогноз гадостей на завтра.txt
evlampia_043,Дарья Донцова,Пряник с черной икрой,Евлампия Романова,ЕР,2017,evlampia,ЕР_Пряник с черной икрой.txt,txt ЕвлампияРоманова/43 Пряник с черной икрой.txt,evlampia/ЕР_Пряник с черной икрой.txt
evlampia_044,Дарья Донцова,Пятизвездочный теремок,Евлампия Романова,ЕР,2018,evlampia,ЕР_Пятизвездочный теремок.txt,txt ЕвлампияРоманова/44 Пятизвездочный теремок.txt,evlampia/ЕР_Пятизвездочный теремок.txt
evlampia_003,Дарья Донцова,Сволочь ненаглядная,Евлампия Романова,ЕР,2000,evlampia,ЕР_Сволочь ненаглядная.txt,txt ЕвлампияРоманова/03 Сволочь ненаглядная.txt,evlampia/ЕР_Сволочь ненаглядная.txt
evlampia_014,Дарья Донцова,Синий мопс счастья,Евлампия Романова,ЕР,2004,evlampia,ЕР_Синий мопс счастья.txt,txt ЕвлампияРоманова/14 Синий мопс счастья.txt,evlampia/ЕР_Синий мопс счастья.txt
evlampia_006,Дарья Донцова,Созвездие жадных псов,Евлампия Романова,ЕР,2001,evlampia,ЕР_Созвездие жадных псов.txt,txt ЕвлампияРоманова/06 Созвездие жадных псов.txt,evlampia/ЕР_Созвездие жадных псов.txt
evlampia_061,Дарья Донцова,Такси до леса Берендея,Евлампия Романова,ЕР,2025,evlampia,ЕР_Такси до леса Берендея.txt,txt ЕвлампияРоманова/61 Такси до леса Берендея.txt,evlampia/ЕР_Такси до леса Берендея.txt
evlampia_023,Дарья Донцова,Фанера Милосская,Евлампия Романова,ЕР,2007,evlampia,ЕР_Фанера Милосская.txt,txt ЕвлампияРоманова/23 Фанера Милосская.txt,evlampia/ЕР_Фанера Милосская.txt
evlampia_010,Дарья Донцова,Фиговый листочек от кутюр,Евлампия Романова,ЕР,2002,evlampia,ЕР_Фиговый листочек от кутюр.txt,txt ЕвлампияРоманова/10 Фиговый листочек от кутюр.txt,evlampia/ЕР_Фиговый листочек от кутюр.txt
evlampia_019,Дарья Донцова,Фигура легкого эпатажа,Евлампия Романова,ЕР,2006,evlampia,ЕР_Фигура легкого эпатажа.txt,txt ЕвлампияРоманова/19 Фигура легкого эпатажа.txt,evlampia/ЕР_Фигура легкого эпатажа.txt
evlampia_024,Дарья Донцова,Фэн-шуй без тормозов,Евлампия Романова,ЕР,2008,evlampia,ЕР_Фэн-шуй без тормозов.txt,txt ЕвлампияРоманова/24 Фэн-шуй без тормозов.txt,evlampia/ЕР_Фэн-шуй без тормозов.txt
evlampia_009,Дарья Донцова,Хождение под мухой,Евлампия Романова,ЕР,2002,evlampia,ЕР_Хождение под мухой.txt,txt ЕвлампияРоманова/09 Хождение под мухой.txt,evlampia/ЕР_Хождение под мухой.txt
evlampia_051,Дарья Донцова,Хорошие манеры Соловья-разбойника,Евлампия Романова,ЕР,2021,evlampia,ЕР_Хорошие манеры Соловья-разбойника.txt,txt ЕвлампияРоманова/51 Хорошие манеры Соловья-разбойника.txt,evlampia/ЕР_Хорошие манеры Соловья-разбойника.txt
evlampia_032,Дарья Донцова,Черный список деда Мазая,Евлампия Романова,ЕР,2011,evlampia,ЕР_Черный список деда Мазая.txt,txt ЕвлампияРоманова/32 Черный список деда Мазая.txt,evlampia/ЕР_Черный список деда Мазая.txt
evlampia_059,Дарья Донцова,Чудо-юдо на охоте,Евлампия Романова,ЕР,2024,evlampia,ЕР_Чудо-юдо на охоте.txt,txt ЕвлампияРоманова/59 Чудо-юдо на охоте.txt,evlampia/ЕР_Чудо-юдо на охоте.txt
evlampia_025,Дарья Донцова,Шопинг в воздушном замке,Евлампия Романова,ЕР,2008,evlampia,ЕР_Шопинг в воздушном замке.txt,txt ЕвлампияРоманова/25 Шопинг в воздушном замке.txt,evlampia/ЕР_Шопинг в воздушном замке.txt
evlampia_039,Дарья Донцова,Шуры-муры с призраком,Евлампия Романова,ЕР,2015,evlampia,ЕР_Шуры-муры с призраком.txt,txt ЕвлампияРоманова/39 Шуры-муры с призраком.txt,evlampia/ЕР_Шуры-муры с призраком.txt
podushkin_004,Дарья Донцова,13 несчастий Геракла,Иван Подушкин,ИП,2003,podushkin,ИП_13 несчастий Геракла.txt,txt ИванПодушкин/04 13 несчастий Геракла.txt,podushkin/ИП_13 несчастий Геракла.txt
podushkin_020,Дарья Донцова,Авоська с Алмазным фондом,Иван Подушкин,ИП,2015,podushkin,ИП_Авоська с Алмазным фондом.txt,txt ИванПодушкин/20 Авоська с Алмазным фондом.txt,podushkin/ИП_Авоська с Алмазным фондом.txt
podushkin_005,Дарья Донцова,Али-Баба и сорок разбойниц,Иван Подушкин,ИП,2003,podushkin,ИП_Али-Баба и сорок разбойниц.txt,txt ИванПодушкин/05 Али-Баба и сорок разбойниц.txt,podushkin/ИП_Али-Баба и сорок разбойниц.txt
